#,Name,Red,Green,Blue,Yellow,Gold,Silver,Crystal,Ruby,Sapphire,Fire Red,Leaf Green,Emerald,Diamond,Pearl,Platinium,Heart Gold,Soul Silver,Black,White,Black 2,White 2,X,Y,Omega Ruby,Alpha Sapphire,Sun,Moon,Ultra Sun,Ultra Moon,Let's Go Pikachu,Let's Go Eevee,Sword,Shield,Brillant Diamond,Shining Pearl,Pokémon Legends Arceus
462,Magnezone,,,,,,,,,,,,,E,E,E,T,T,DWE,E,C,C,E,E,E,E,E,E,E,E,,,CD,CD,E,E,C
463,Lickilicky,,,,,,,,,,,,,E,E,E,E,E,E,E,C,C,E,E,T,T,T,T,E,E,,,CD,CD,E,E,C
464,Rhyperior,,,,,,,,,,,,,ET,ET,ET,ET,ET,DWET,ET,ET,ET,ET,ET,ET,ET,ET,ET,ET,ET,,,D,D,ET,ET,C
465,Tangrowth,,,,,,,,,,,,,Ev,Ev,E,E,E,C,C,C,C,FSE,FSE,E,E,T,T,T,T,,,CD,CD,C,C,C
466,Electivire,,,,,,,,,,,,,DET,DET,ET,ET,ET,DWET,ET,DWET,ET,FSET,FSET,ET,ET,ET,ET,ET,ET,,,CD,CD,ET,T,C
467,Magmortar,,,,,,,,,,,,,DET,DET,ET,ET,ET,DWET,ET,ET,DWET,FSET,FSET,ET,ET,ET,ET,ET,ET,,,CD,CD,T,ET,C
468,Togekiss,,,,,,,,,,,,,E,E,E,E,E,DWE,E,E,E,FSE,FSE,E,E,S,S,T,T,,,C,C,E,E,C
469,Yanmega,,,,,,,,,,,,,E,E,E,E,E,E,E,C,C,E,E,T,T,T,T,C,C,,,—,—,E,E,C
470,Leafeon,,,,,,,,,,,,,E,E,E,T,T,DWE,DWE,E,E,E,E,E,E,E,E,E,E,,,C,C,E,E,C
471,Glaceon,,,,,,,,,,,,,E,E,E,T,T,DWE,DWE,E,E,E,E,E,E,E,E,E,E,,,C,C,E,E,C
472,Gliscor,,,,,,,,,,,,,DE,DE,E,E,T,C,C,C,C,E,E,T,T,T,T,T,T,,,—,—,E,T,C
473,Mamoswine,,,,,,,,,,,,,E,E,E,E,E,C,C,C,C,E,E,T,T,E,E,E,E,,,D,D,E,E,C
474,Porygon-Z,,,,,,,,,,,,,ET,ET,ET,ET,ET,EvE,ET,DRET,DRET,T,T,ET,ET,ET,ET,ET,ET,,,EDT,EDT,ET,ET,C
475,Gallade,,,,,,,,,,,,,E,E,E,E,E,DWE,E,E,E,E,E,E,E,T,T,E,E,,,C,C,E,E,C
476,Probopass,,,,,,,,,,,,,E,E,E,T,T,DWE,DWE,E,E,E,E,E,E,E,E,E,E,,,—,—,E,E,C
477,Dusknoir,,,,,,,,,,,,,ET,ET,ET,ET,ET,DWET,DWET,DWET,DWET,FSET,FSET,ET,ET,T,T,T,T,,,C,C,ET,ET,C
478,Froslass,,,,,,,,,,,,,E,E,E,PWE,PWE,DWE,DWE,DWE,DWE,FSE,FSE,E,E,E,E,E,E,,,D,D,E,E,C
479,Rotom,,,,,,,,,,,,,C,C,C,T,T,R,R,R,R,C,C,T,T,T,T,S,S,,,C,C,C,C,C
480,Uxie,,,,,,,,,,,,,C,C,C,T,T,T,T,C,C,T,T,C,C,T,T,C,C,,,DA,DA,C,C,C
481,Mesprit,,,,,,,,,,,,,C,C,C,T,T,T,T,C,C,T,T,C,C,T,T,C,C,,,DA,DA,C,C,C
482,Azelf,,,,,,,,,,,,,C,C,C,T,T,T,T,C,C,T,T,C,C,T,T,C,C,,,DA,DA,C,C,C
483,Dialga,,,,,,,,,,,,,C,T,C,EV,EV,Ev,Ev,DR,DR,Ev,Ev,Ev,C,T,Ev,C,Ev,,,DA,CCDA,C,T,C
484,Palkia,,,,,,,,,,,,,T,C,C,EV,EV,Ev,Ev,DR,DR,Ev,Ev,C,Ev,Ev,T,Ev,C,,,CCDA,DA,T,C,C
485,Heatran,,,,,,,,,,,,,C,C,C,Ev,Ev,T,T,C,C,T,T,C,C,T,Ev,C,Ev,,,DA,DA,C,C,C
486,Regigigas,,,,,,,,,,,,,CC,CC,CC,T,T,T,T,CC,CC,T,T,C,C,Ev,T,Ev,C,,,CCDD,CCDD,C,C,C
487,Giratina,,,,,,,,,,,,,C,C,C,EV,EV,Ev,Ev,DR,DR,Ev,Ev,CC,CC,T,T,CC,CC,,,DA,DA,C,C,C
488,Cresselia,,,,,,,,,,,,,C,C,C,T,T,Ev,Ev,C,C,T,T,C,C,T,T,C,C,,,DA,DA,C,C,C
489,Phione,,,,,,,,,,,,,Ev,Ev,Ev,EvB,EvB,T,T,T,T,EvB,EvB,EvB,EvB,EvB,EvB,EvB,EvB,,,—,—,EvB,EvB,C
490,Manaphy,,,,,,,,,,,,,Ev,Ev,Ev,Ev,Ev,T,T,T,T,Ev,Ev,Ev,Ev,Ev,Ev,Ev,Ev,,,—,—,Ev,Ev,C
491,Darkrai,,,,,,,,,,,,,Ev,Ev,EV,Ev,Ev,Ev,Ev,T,T,Ev,Ev,Ev,Ev,Ev,Ev,Ev,Ev,,,—,—,EV,EV,CC
492,Shaymin,,,,,,,,,,,,,Ev,Ev,EV,Ev,Ev,Ev,Ev,T,T,Ev,Ev,Ev,Ev,Ev,Ev,Ev,Ev,,,—,—,EV,EV,CC
493,Arceus,,,,,,,,,,,,,Ev,Ev,Ev,T,T,Ev,Ev,T,T,Ev,Ev,Ev,Ev,T,T,Ev,Ev,,,—,—,CC,CC,C
494,Victini,,,,,,,,,,,,,,,,,,EV,EV,Ev,Ev,Ev,Ev,Ev,Ev,Ev,Ev,T,T,,,T,T,,,—
495,Snivy,,,,,,,,,,,,,,,,,,R,R,R,R,T,T,R,R,B,B,T,T,,,—,—,,,—
496,Servine,,,,,,,,,,,,,,,,,,E,E,E,E,T,T,E,E,B,B,T,T,,,—,—,,,—
497,Serperior,,,,,,,,,,,,,,,,,,E,E,E,E,T,T,E,E,S,S,T,T,,,—,—,,,—
498,Tepig,,,,,,,,,,,,,,,,,,R,R,R,R,T,T,R,R,B,B,T,T,,,—,—,,,—
499,Pignite,,,,,,,,,,,,,,,,,,E,E,E,E,T,T,E,E,B,B,T,T,,,—,—,,,—
500,Emboar,,,,,,,,,,,,,,,,,,E,E,E,E,T,T,E,E,S,S,T,T,,,—,—,,,—
501,Oshawott,,,,,,,,,,,,,,,,,,R,R,R,R,T,T,R,R,B,B,T,T,,,—,—,,,C
502,Dewott,,,,,,,,,,,,,,,,,,E,E,E,E,T,T,E,E,B,B,T,T,,,—,—,,,C
503,Samurott,,,,,,,,,,,,,,,,,,E,E,E,E,T,T,E,E,S,S,T,T,,,—,—,,,—
503,Samurott (Hisuian),,,,,,,,,,,,,,,,,,—,—,—,—,—,—,—,—,—,—,—,—,,,—,—,,,C
504,Patrat,,,,,,,,,,,,,,,,,,C,C,C,C,B,B,T,T,T,T,T,T,,,—,—,,,—
505,Watchog,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,T,T,T,T,T,T,,,—,—,,,—
506,Lillipup,,,,,,,,,,,,,,,,,,C,C,C,C,FS,FS,C,C,C,C,C,C,,,CD,CD,,,—
507,Herdier,,,,,,,,,,,,,,,,,,C,C,C,C,FSE,FSE,E,E,E,E,E,E,,,CD,CD,,,—
508,Stoutland,,,,,,,,,,,,,,,,,,C,C,C,C,FSE,FSE,E,E,E,E,E,E,,,CD,CD,,,—
509,Purrloin,,,,,,,,,,,,,,,,,,C,C,C,C,FSB,B,T,T,T,T,T,T,,,C,C,,,—
510,Liepard,,,,,,,,,,,,,,,,,,C,C,C,C,FS,C,T,T,T,T,T,T,,,C,C,,,—
511,Pansage,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,T,T,T,T,T,T,,,—,—,,,—
512,Simisage,,,,,,,,,,,,,,,,,,E,E,E,E,E,E,T,T,T,T,T,T,,,—,—,,,—
513,Pansear,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,EvB,EvB,T,T,T,T,,,—,—,,,—
514,Simisear,,,,,,,,,,,,,,,,,,E,E,E,E,E,E,Ev,Ev,T,T,T,T,,,—,—,,,—
515,Panpour,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,T,T,T,T,T,T,,,—,—,,,—
516,Simipour,,,,,,,,,,,,,,,,,,E,E,E,E,E,E,T,T,T,T,T,T,,,—,—,,,—
517,Munna,,,,,,,,,,,,,,,,,,C,C,C,C,FS,FS,C,C,T,T,T,T,,,C,C,,,—
518,Musharna,,,,,,,,,,,,,,,,,,C,C,C,C,FSE,FSE,E,E,T,T,T,T,,,C,C,,,—
519,Pidove,,,,,,,,,,,,,,,,,,C,C,C,C,FSB,FSB,C,C,T,T,T,T,,,C,C,,,—
520,Tranquill,,,,,,,,,,,,,,,,,,C,C,C,C,FS,FS,E,E,T,T,T,T,,,C,C,,,—
521,Unfezant,,,,,,,,,,,,,,,,,,C,C,C,C,FSE,FSE,E,E,T,T,T,T,,,C,C,,,—
522,Blitzle,,,,,,,,,,,,,,,,,,C,C,B,B,FSB,FSB,B,B,T,T,T,T,,,—,—,,,—
523,Zebstrika,,,,,,,,,,,,,,,,,,C,C,C,C,FS,FS,C,C,T,T,T,T,,,—,—,,,—
524,Roggenrola,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,C,C,C,C,C,C,,,C,C,,,—
525,Boldore,,,,,,,,,,,,,,,,,,C,C,C,C,E,E,C,C,C,C,C,C,,,C,C,,,—
526,Gigalith,,,,,,,,,,,,,,,,,,ET,ET,R,R,ET,ET,ET,ET,ET,ET,ET,ET,,,C,C,,,—
527,Woobat,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,T,T,T,T,T,T,,,C,C,,,—
528,Swoobat,,,,,,,,,,,,,,,,,,E,E,E,E,E,E,T,T,T,T,T,T,,,D,D,,,—
529,Drilbur,,,,,,,,,,,,,,,,,,C,C,C,C,FSB,FSB,B,B,T,T,T,T,,,C,C,,,—
530,Excadrill,,,,,,,,,,,,,,,,,,C,C,C,C,FS,FS,C,C,T,T,T,T,,,C,C,,,—
531,Audino,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,C,C,T,T,C,C,,,CD,CD,,,—
532,Timburr,,,,,,,,,,,,,,,,,,C,C,C,C,B,B,C,C,B,B,T,T,,,C,C,,,—
533,Gurdurr,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,E,E,B,B,T,T,,,C,C,,,—
534,Conkeldurr,,,,,,,,,,,,,,,,,,ET,ET,ET,ET,ET,ET,ET,ET,S,S,T,T,,,C,C,,,—
535,Tympole,,,,,,,,,,,,,,,,,,C,C,C,C,FSB,FSB,C,C,T,T,T,T,,,C,C,,,—
536,Palpitoad,,,,,,,,,,,,,,,,,,C,C,C,C,FS,FS,E,E,T,T,T,T,,,C,C,,,—
537,Seismitoad,,,,,,,,,,,,,,,,,,C,C,C,C,FSE,FSE,E,E,T,T,T,T,,,C,C,,,—
538,Throh,,,,,,,,,,,,,,,,,,C,C,C,C,FS,C,C,T,T,T,T,T,,,R,C,,,—
539,Sawk,,,,,,,,,,,,,,,,,,C,C,C,C,C,FS,T,C,T,T,T,T,,,C,R,,,—
540,Sewaddle,,,,,,,,,,,,,,,,,,C,C,C,C,FSB,FSB,C,C,B,B,B,B,,,—,—,,,—
541,Swadloon,,,,,,,,,,,,,,,,,,C,C,C,C,FS,FS,E,E,B,B,B,B,,,—,—,,,—
542,Leavanny,,,,,,,,,,,,,,,,,,C,C,C,C,FSE,FSE,E,E,S,S,S,S,,,—,—,,,—
543,Venipede,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,T,T,S,S,T,T,,,CD,CD,,,—
544,Whirlipede,,,,,,,,,,,,,,,,,,C,C,C,C,E,E,T,T,E,E,T,T,,,DD,DD,,,—
545,Scolipede,,,,,,,,,,,,,,,,,,E,E,C,C,E,E,T,T,E,E,T,T,,,CD,CD,,,—
546,Cottonee,,,,,,,,,,,,,,,,,,C,R,C,R,T,T,C,C,C,T,C,T,,,C,C,,,—
547,Whimsicott,,,,,,,,,,,,,,,,,,C,E,C,E,T,T,E,E,E,T,E,T,,,D,D,,,—
548,Petilil,,,,,,,,,,,,,,,,,,R,C,R,C,FS,FS,C,C,T,C,T,C,,,CD,CD,,,C
549,Lilligant,,,,,,,,,,,,,,,,,,E,C,E,C,FSE,FSE,E,E,T,E,T,E,,,CD,CD,,,—
549,Lilligant (Hisuian),,,,,,,,,,,,,,,,,,—,—,—,—,—,—,—,—,—,—,—,—,,,—,—,,,C
550,Basculin,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,T,T,T,T,C,T,,,C,T,,,—
550,Basculin,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,T,T,T,T,T,C,,,T,C,,,—
550,Basculin (Hisuian),,,,,,,,,,,,,,,,,,—,—,—,—,—,—,—,—,—,—,—,—,,,—,—,,,C
551,Sandile,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,C,C,C,C,B,B,,,CD,CD,,,—
552,Krokorok,,,,,,,,,,,,,,,,,,C,C,C,C,E,E,E,E,E,E,C,C,,,CD,CD,,,—
553,Krookodile,,,,,,,,,,,,,,,,,,E,E,E,E,E,E,E,E,E,E,E,E,,,CD,CD,,,—
554,Darumaka,,,,,,,,,,,,,,,,,,C,C,C,C,T,T,B,B,T,T,T,T,,,RD,T,,,—
554,"Darumaka
(Galarian)",,,,,,,,,,,,,,,,,,—,—,—,—,—,—,—,—,—,—,—,—,,,C,T,,,—
555,Darmanitan,,,,,,,,,,,,,,,,,,C,C,C,C,T,T,C,C,T,T,T,T,,,ED,T,,,—
555,"Darmanitan
(Galarian)",,,,,,,,,,,,,,,,,,—,—,—,—,—,—,—,—,—,—,—,—,,,D,T,,,—
556,Maractus,,,,,,,,,,,,,,,,,,C,C,C,C,FS,FS,C,C,T,T,T,T,,,C,C,,,—
557,Dwebble,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,C,C,T,T,B,B,,,C,C,,,—
558,Crustle,,,,,,,,,,,,,,,,,,C,C,C,C,E,E,C,C,T,T,C,C,,,C,C,,,—
559,Scraggy,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,C,C,T,T,C,C,,,C,T,,,—
560,Scrafty,,,,,,,,,,,,,,,,,,E,E,C,C,E,E,E,E,T,T,E,E,,,D,T,,,—
561,Sigilyph,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,T,T,T,T,C,C,,,C,C,,,—
562,Yamask,,,,,,,,,,,,,,,,,,C,C,C,C,T,T,B,B,T,T,EvB,EvB,,,R,R,,,—
562,"Yamask
(Galarian)",,,,,,,,,,,,,,,,,,—,—,—,—,—,—,—,—,—,—,—,—,,,C,C,,,—
563,Cofagrigus,,,,,,,,,,,,,,,,,,C,C,E,E,T,T,C,C,T,T,Ev,Ev,,,DA,DA,,,—
564,Tirtouga,,,,,,,,,,,,,,,,,,R,R,R,R,R,R,T,R,R,T,R,R,,,CD,CD,,,—
565,Carracosta,,,,,,,,,,,,,,,,,,E,E,E,E,E,E,T,E,E,T,E,E,,,CD,CD,,,—
566,Archen,,,,,,,,,,,,,,,,,,R,R,R,R,R,R,R,T,T,R,R,R,,,CD,CD,,,—
567,Archeops,,,,,,,,,,,,,,,,,,E,E,E,E,E,E,E,T,T,E,E,E,,,ED,ED,,,—
568,Trubbish,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,C,C,C,C,C,C,,,C,C,,,—
569,Garbodor,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,E,E,C,C,E,E,,,C,C,,,—
570,Zorua,,,,,,,,,,,,,,,,,,EV,EV,R,R,B,B,C,C,T,T,C,C,,,CD,CD,,,—
570,Zorua (Hisuian),,,,,,,,,,,,,,,,,,—,—,—,—,—,—,—,—,—,—,—,—,,,—,—,,,C
571,Zoroark,,,,,,,,,,,,,,,,,,EV,EV,E,E,C,C,E,E,T,T,C,C,,,CD,CD,,,—
571,Zoroark (Hisuian),,,,,,,,,,,,,,,,,,—,—,—,—,—,—,—,—,—,—,—,—,,,—,—,,,C
572,Minccino,,,,,,,,,,,,,,,,,,C,C,C,C,FS,FS,C,C,T,T,C,C,,,C,C,,,—
573,Cinccino,,,,,,,,,,,,,,,,,,C,C,C,C,FSE,FSE,E,E,T,T,E,E,,,C,C,,,—
574,Gothita,,,,,,,,,,,,,,,,,,C,T,C,EvB,B,B,C,C,S,S,T,T,,,C,T,,,—
575,Gothorita,,,,,,,,,,,,,,,,,,C,T,C,Ev,C,C,E,E,E,E,T,T,,,C,T,,,—
576,Gothitelle,,,,,,,,,,,,,,,,,,C,T,C,EvE,E,E,E,E,E,E,T,T,,,C,T,,,—
577,Solosis,,,,,,,,,,,,,,,,,,T,C,DWB,C,C,C,T,T,B,B,T,T,,,T,C,,,—
578,Duosion,,,,,,,,,,,,,,,,,,T,C,DW,C,E,E,T,T,S,S,T,T,,,T,C,,,—
579,Reuniclus,,,,,,,,,,,,,,,,,,T,C,DWE,E,E,E,T,T,E,E,T,T,,,T,C,,,—
580,Ducklett,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,T,T,T,T,B,B,,,—,—,,,—
581,Swanna,,,,,,,,,,,,,,,,,,C,C,C,C,E,E,T,T,T,T,C,C,,,—,—,,,—
582,Vanillite,,,,,,,,,,,,,,,,,,C,C,B,B,C,C,T,T,C,C,C,C,,,C,C,,,—
583,Vanillish,,,,,,,,,,,,,,,,,,C,C,C,C,E,E,T,T,C,C,C,C,,,C,C,,,—
584,Vanilluxe,,,,,,,,,,,,,,,,,,E,E,C,C,E,E,T,T,E,E,C,C,,,C,C,,,—
585,Deerling,,,,,,,,,,,,,,,,,,C,C,C,C,FSB,FSB,C,C,T,T,T,T,,,—,—,,,—
586,Sawsbuck,,,,,,,,,,,,,,,,,,C,C,C,C,FS,FS,E,E,T,T,T,T,,,—,—,,,—
587,Emolga,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,T,T,C,C,C,C,,,CD,CD,,,—
588,Karrablast,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,T,T,T,T,T,T,,,C,C,,,—
589,Escavalier,,,,,,,,,,,,,,,,,,ET,ET,ET,ET,ET,ET,T,T,T,T,T,T,,,D,CD,,,—
590,Foongus,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,T,T,T,T,T,T,,,CD,CD,,,—
591,Amoonguss,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,T,T,T,T,T,T,,,CD,CD,,,—
592,Frillish,,,,,,,,,,,,,,,,,,C,C,C,C,T,T,C,C,T,T,C,C,,,C,C,,,—
593,Jellicent,,,,,,,,,,,,,,,,,,C,C,C,C,T,T,E,E,T,T,E,E,,,C,C,,,—
594,Alomomola,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,C,C,C,C,C,C,,,—,—,,,—
595,Joltik,,,,,,,,,,,,,,,,,,C,C,C,C,FSB,FSB,C,C,T,T,T,T,,,C,C,,,—
596,Galvantula,,,,,,,,,,,,,,,,,,E,E,E,E,FS,FS,E,E,T,T,T,T,,,C,C,,,—
597,Ferroseed,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,T,T,T,T,T,T,,,C,C,,,—
598,Ferrothorn,,,,,,,,,,,,,,,,,,E,E,E,E,E,E,T,T,T,T,T,T,,,C,C,,,—
599,Klink,,,,,,,,,,,,,,,,,,C,C,C,C,FSB,FSB,C,C,S,S,T,T,,,C,C,,,—
600,Klang,,,,,,,,,,,,,,,,,,E,E,C,C,FS,FS,E,E,E,E,T,T,,,C,C,,,—
601,Klinklang,,,,,,,,,,,,,,,,,,E,E,C,C,FSE,FSE,E,E,E,E,T,T,,,C,C,,,—
602,Tynamo,,,,,,,,,,,,,,,,,,C,C,C,C,T,T,C,C,B,B,B,B,,,—,—,,,—
603,Eelektrik,,,,,,,,,,,,,,,,,,E,E,C,C,T,T,E,E,B,B,B,B,,,—,—,,,—
604,Eelektross,,,,,,,,,,,,,,,,,,E,E,E,E,T,T,E,E,S,S,S,S,,,—,—,,,—
605,Elgyem,,,,,,,,,,,,,,,,,,C,C,C,C,T,T,C,C,T,T,C,C,,,C,C,,,—
606,Beheeyem,,,,,,,,,,,,,,,,,,C,C,E,E,T,T,E,E,T,T,E,E,,,C,C,,,—
607,Litwick,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,T,T,S,S,S,S,,,C,C,,,—
608,Lampent,,,,,,,,,,,,,,,,,,E,E,E,E,E,E,T,T,E,E,E,E,,,C,C,,,—
609,Chandelure,,,,,,,,,,,,,,,,,,E,E,E,E,E,E,T,T,E,E,E,E,,,C,C,,,—
610,Axew,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,C,C,S,S,S,S,,,C,C,,,—
611,Fraxure,,,,,,,,,,,,,,,,,,C,C,C,C,E,E,E,E,E,E,E,E,,,D,D,,,—
612,Haxorus,,,,,,,,,,,,,,,,,,E,E,C,C,E,E,E,E,E,E,E,E,,,C,C,,,—
613,Cubchoo,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,C,C,T,T,T,T,,,C,C,,,—
614,Beartic,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,E,E,T,T,T,T,,,C,C,,,—
615,Cryogonal,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,T,T,T,T,T,T,,,CD,CD,,,—
616,Shelmet,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,T,T,T,T,T,T,,,C,C,,,—
617,Accelgor,,,,,,,,,,,,,,,,,,ET,ET,ET,ET,ET,ET,T,T,T,T,T,T,,,CD,D,,,—
618,Stunfisk,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,T,T,T,T,C,C,,,RD,RD,,,—
618,"Stunfisk
(Galarian)",,,,,,,,,,,,,,,,,,—,—,—,—,—,—,—,—,—,—,—,—,,,C,C,,,—
619,Mienfoo,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,T,T,T,T,C,C,,,CD,CD,,,—
620,Mienshao,,,,,,,,,,,,,,,,,,C,C,C,C,E,E,T,T,T,T,E,E,,,CD,CD,,,—
621,Druddigon,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,C,C,T,T,C,C,,,CD,CD,,,—
622,Golett,,,,,,,,,,,,,,,,,,C,C,B,B,C,C,T,T,T,T,C,T,,,C,C,,,—
623,Golurk,,,,,,,,,,,,,,,,,,E,E,C,C,E,E,T,T,T,T,E,T,,,C,C,,,—
624,Pawniard,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,T,T,T,T,C,C,,,C,C,,,—
625,Bisharp,,,,,,,,,,,,,,,,,,C,C,E,E,R,R,T,T,T,T,C,C,,,C,C,,,—
626,Bouffalant,,,,,,,,,,,,,,,,,,C,C,C,C,T,T,C,C,T,T,T,T,,,CD,CD,,,—
627,Rufflet,,,,,,,,,,,,,,,,,,T,C,T,C,FS,FS,C,C,C,T,C,T,,,C,T,,,C
628,Braviary,,,,,,,,,,,,,,,,,,T,C,T,C,FSE,FSE,C,C,C,T,C,T,,,C,T,,,—
628,Braviary (Hisuian),,,,,,,,,,,,,,,,,,—,—,—,—,—,—,—,—,—,—,—,—,,,—,—,,,C
629,Vullaby,,,,,,,,,,,,,,,,,,C,T,C,T,FS,FS,C,C,T,C,T,C,,,T,C,,,—
630,Mandibuzz,,,,,,,,,,,,,,,,,,C,T,C,T,FSE,FSE,E,E,T,C,T,C,,,T,C,,,—
631,Heatmor,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,T,T,T,T,T,T,,,C,C,,,—
632,Durant,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,T,T,T,T,T,T,,,C,C,,,—
633,Deino,,,,,,,,,,,,,,,,,,C,C,B,B,B,B,C,C,S,S,T,T,,,C,T,,,—
634,Zweilous,,,,,,,,,,,,,,,,,,E,E,C,C,C,C,E,E,E,E,T,T,,,C,T,,,—
635,Hydreigon,,,,,,,,,,,,,,,,,,E,E,E,E,C,C,E,E,E,E,T,T,,,D,T,,,—
636,Larvesta,,,,,,,,,,,,,,,,,,R,R,B,B,FS,FS,C,C,T,T,C,C,,,CD,CD,,,—
637,Volcarona,,,,,,,,,,,,,,,,,,C,C,C,C,FSE,FSE,E,E,T,T,C,C,,,CD,CD,,,—
638,Cobalion,,,,,,,,,,,,,,,,,,C,C,C,C,T,T,C,C,T,T,C,C,,,CD,CD,,,—
639,Terrakion,,,,,,,,,,,,,,,,,,C,C,C,C,T,T,C,C,T,T,C,C,,,CD,CD,,,—
640,Virizion,,,,,,,,,,,,,,,,,,C,C,C,C,T,T,C,C,T,T,C,C,,,CD,CD,,,—
641,Tornadus,,,,,,,,,,,,,,,,,,C,Ev,DR,DR,T,T,C,T,T,Ev,C,Ev,,,DA,CCDA,,,C
642,Thundurus,,,,,,,,,,,,,,,,,,Ev,C,DR,DR,T,T,T,C,Ev,T,Ev,C,,,CCDA,DA,,,C
643,Reshiram,,,,,,,,,,,,,,,,,,C,Ev,T,C,T,T,C,T,T,Ev,C,Ev,,,DA,CCDA,,,—
644,Zekrom,,,,,,,,,,,,,,,,,,Ev,C,C,T,T,T,T,C,Ev,T,Ev,C,,,CCDA,DA,,,—
645,Landorus,,,,,,,,,,,,,,,,,,CC,CC,DR,DR,T,T,CC,CC,T,T,CC,CC,,,DA,DA,,,C
646,Kyurem,,,,,,,,,,,,,,,,,,C,C,C,C,Ev,Ev,CC,CC,T,T,CC,CC,,,DA,DA,,,—
647,Keldeo,,,,,,,,,,,,,,,,,,Ev,Ev,Ev,Ev,Ev,Ev,Ev,Ev,T,T,T,T,,,CD,CD,,,—
648,Meloetta,,,,,,,,,,,,,,,,,,Ev,Ev,Ev,Ev,Ev,Ev,Ev,Ev,Ev,Ev,Ev,Ev,,,—,—,,,—
649,Genesect,,,,,,,,,,,,,,,,,,Ev,Ev,Ev,Ev,Ev,Ev,Ev,Ev,T,T,T,T,,,T,T,,,—
650,Chespin,,,,,,,,,,,,,,,,,,,,,,R,R,T,T,T,T,B,B,,,—,—,,,—
651,Quilladin,,,,,,,,,,,,,,,,,,,,,,E,E,T,T,T,T,B,B,,,—,—,,,—
652,Chesnaught,,,,,,,,,,,,,,,,,,,,,,E,E,T,T,T,T,S,S,,,—,—,,,—
653,Fennekin,,,,,,,,,,,,,,,,,,,,,,R,R,Ev,Ev,T,T,B,B,,,—,—,,,—
654,Braixen,,,,,,,,,,,,,,,,,,,,,,E,E,EvE,EvE,T,T,B,B,,,—,—,,,—
655,Delphox,,,,,,,,,,,,,,,,,,,,,,E,E,EvE,EvE,T,T,S,S,,,—,—,,,—
656,Froakie,,,,,,,,,,,,,,,,,,,,,,R,R,Ev,Ev,T,T,B,B,,,—,—,,,—
657,Frogadier,,,,,,,,,,,,,,,,,,,,,,E,E,EvE,EvE,T,T,B,B,,,—,—,,,—
658,Greninja,,,,,,,,,,,,,,,,,,,,,,E,E,Ev,Ev,Ev,Ev,S,S,,,—,—,,,—
659,Bunnelby,,,,,,,,,,,,,,,,,,,,,,C,C,T,T,T,T,T,T,,,C,C,,,—
660,Diggersby,,,,,,,,,,,,,,,,,,,,,,C,C,T,T,T,T,T,T,,,C,C,,,—
661,Fletchling,,,,,,,,,,,,,,,,,,,,,,C,C,T,T,C,C,C,C,,,CD,CD,,,—
662,Fletchinder,,,,,,,,,,,,,,,,,,,,,,E,E,T,T,C,C,C,C,,,CD,CD,,,—
663,Talonflame,,,,,,,,,,,,,,,,,,,,,,E,E,T,T,R,R,E,E,,,CD,CD,,,—
664,Scatterbug,,,,,,,,,,,,,,,,,,,,,,C,C,T,T,T,T,S,S,,,—,—,,,—
665,Spewpa,,,,,,,,,,,,,,,,,,,,,,C,C,T,T,T,T,E,E,,,—,—,,,—
666,Vivillon,,,,,,,,,,,,,,,,,,,,,,E,E,Ev,Ev,T,T,E,E,,,—,—,,,—
