Bankable,Breeedable Form,Origin,Games First Appears On,Form variant,Regional form,Special form,Family,Family order,Evolution,Pokémon,Pokémon Fr,Dex,Sprites,Shiny Sprites,Icon,Bulbapedia Name,Bankable-ish,Slug,Type 1,Type 1 ico,Type 2,Type 2 ico,Steps,Egg Group,Egg Group 2,Male,Female,Ability 1,Ability 2,Hidden Ability,Abilities,All Moves,Move Type,Natures,Increases,Decreases
Yes,Yes,7,"Sun, Moon",,,,Pyukumuku,0,,Pyukumuku,Concombaffe,771,,,pyukumuku,Pyukumuku,,pyukumuku,Water,,,,"3,840",Water 1,,50.00%,50.00%,Innards Out,,Unaware,,,,,,
Yes,No,7,"Sun, Moon",,,,Type: Null,0,,Type: Null,Type:0,772,,,type-null,Type: Null,,type-null,Normal,,,,"30,720",Undiscovered,,○,○,Battle Armor,,,,,,,,
Yes,No,7,"Sun, Moon",,,,Type: Null,1,2 (Happiness),Silvally,Silvallié,773,,,silvally,Silvally,,silvally,Normal,,,,"30,720",Undiscovered,,○,○,RKS System,,,,,,,,
No,No,7,"Sun, Moon",Item,,,Type: Null,2,,Silvally-Bug,Silvallié Insect,773,,,silvally-bug,Silvally,,silvally-bug,Bug,,,,"30,720",Undiscovered,,○,○,RKS System,,,,,,,,
No,No,7,"Sun, Moon",Item,,,Type: Null,3,,Silvally-Dark,Silvallié Ténèbre,773,,,silvally-dark,Silvally,,silvally-dark,Dark,,,,"30,720",Undiscovered,,○,○,RKS System,,,,,,,,
No,No,7,"Sun, Moon",Item,,,Type: Null,4,,Silvally-Dragon,Silvallié Dragon,773,,,silvally-dragon,Silvally,,silvally-dragon,Dragon,,,,"30,720",Undiscovered,,○,○,RKS System,,,,,,,,
No,No,7,"Sun, Moon",Item,,,Type: Null,5,,Silvally-Electric,Silvallié Électrik,773,,,silvally-electric,Silvally,,silvally-electric,Electric,,,,"30,720",Undiscovered,,○,○,RKS System,,,,,,,,
No,No,7,"Sun, Moon",Item,,,Type: Null,6,,Silvally-Fairy,Silvallié Fée,773,,,silvally-fairy,Silvally,,silvally-fairy,Fairy,,,,"30,720",Undiscovered,,○,○,RKS System,,,,,,,,
No,No,7,"Sun, Moon",Item,,,Type: Null,7,,Silvally-Fighting,Silvallié Combat,773,,,silvally-fighting,Silvally,,silvally-fighting,Fighting,,,,"30,720",Undiscovered,,○,○,RKS System,,,,,,,,
No,No,7,"Sun, Moon",Item,,,Type: Null,8,,Silvally-Fire,Silvallié Feu,773,,,silvally-fire,Silvally,,silvally-fire,Fire,,,,"30,720",Undiscovered,,○,○,RKS System,,,,,,,,
No,No,7,"Sun, Moon",Item,,,Type: Null,9,,Silvally-Flying,Silvallié Vol,773,,,silvally-flying,Silvally,,silvally-flying,Flying,,,,"30,720",Undiscovered,,○,○,RKS System,,,,,,,,
No,No,7,"Sun, Moon",Item,,,Type: Null,10,,Silvally-Ghost,Silvallié Spectre,773,,,silvally-ghost,Silvally,,silvally-ghost,Ghost,,,,"30,720",Undiscovered,,○,○,RKS System,,,,,,,,
No,No,7,"Sun, Moon",Item,,,Type: Null,11,,Silvally-Grass,Silvallié Plante,773,,,silvally-grass,Silvally,,silvally-grass,Grass,,,,"30,720",Undiscovered,,○,○,RKS System,,,,,,,,
No,No,7,"Sun, Moon",Item,,,Type: Null,12,,Silvally-Ground,Silvallié Sol,773,,,silvally-ground,Silvally,,silvally-ground,Ground,,,,"30,720",Undiscovered,,○,○,RKS System,,,,,,,,
No,No,7,"Sun, Moon",Item,,,Type: Null,13,,Silvally-Ice,Silvallié Glace,773,,,silvally-ice,Silvally,,silvally-ice,Ice,,,,"30,720",Undiscovered,,○,○,RKS System,,,,,,,,
No,No,7,"Sun, Moon",Item,,,Type: Null,14,,Silvally-Poison,Silvallié Poison,773,,,silvally-poison,Silvally,,silvally-poison,Poison,,,,"30,720",Undiscovered,,○,○,RKS System,,,,,,,,
No,No,7,"Sun, Moon",Item,,,Type: Null,15,,Silvally-Psychic,Silvallié Psy,773,,,silvally-psychic,Silvally,,silvally-psychic,Pyschic,,,,"30,720",Undiscovered,,○,○,RKS System,,,,,,,,
No,No,7,"Sun, Moon",Item,,,Type: Null,16,,Silvally-Rock,Silvallié Roche,773,,,silvally-rock,Silvally,,silvally-rock,Rock,,,,"30,720",Undiscovered,,○,○,RKS System,,,,,,,,
No,No,7,"Sun, Moon",Item,,,Type: Null,17,,Silvally-Steel,Silvallié Acier,773,,,silvally-steel,Silvally,,silvally-steel,Steel,,,,"30,720",Undiscovered,,○,○,RKS System,,,,,,,,
No,No,7,"Sun, Moon",Item,,,Type: Null,18,,Silvally-Water,Silvallié Eay,773,,,silvally-water,Silvally,,silvally-water,Water,,,,"30,720",Undiscovered,,○,○,RKS System,,,,,,,,
No,No,7,"Sun, Moon",Battle,,,Minior-Meteor,0,,Minior-Meteor,Météno Météore,774,,,minior,Minior,,minior,Rock,,Flying,,"6,400",Mineral,,○,○,Shields Down,,,,,,,,
Yes,Yes,7,"Sun, Moon",,,,Minior-Meteor,1,,Minior-Green,Météno Vert,774,,,minior-green,Minior,,minior-green,Rock,,Flying,,"6,400",Mineral,,○,○,Shields Down,,,,,,,,
Yes,Yes,7,"Sun, Moon",Alternate,,,Minior-Meteor,2,,Minior-Blue,Météno Bleu,774,,,minior-blue,Minior,,minior-blue,Rock,,Flying,,"6,400",Mineral,,○,○,Shields Down,,,,,,,,
Yes,Yes,7,"Sun, Moon",Alternate,,,Minior-Meteor,3,,Minior-Indigo,Météno Indigo,774,,,minior-indigo,Minior,,minior-indigo,Rock,,Flying,,"6,400",Mineral,,○,○,Shields Down,,,,,,,,
Yes,Yes,7,"Sun, Moon",Alternate,,,Minior-Meteor,4,,Minior-Purple,Météno Violet,774,,,minior-violet,Minior,,minior-violet,Rock,,Flying,,"6,400",Mineral,,○,○,Shields Down,,,,,,,,
Yes,Yes,7,"Sun, Moon",Alternate,,,Minior-Meteor,5,,Minior-Red,Météno Rouge,774,,,minior-red,Minior,,minior-red,Rock,,Flying,,"6,400",Mineral,,○,○,Shields Down,,,,,,,,
Yes,Yes,7,"Sun, Moon",Alternate,,,Minior-Meteor,6,,Minior-Orange,Météno Orange,774,,,minior-orange,Minior,,minior-orange,Rock,,Flying,,"6,400",Mineral,,○,○,Shields Down,,,,,,,,
Yes,Yes,7,"Sun, Moon",Alternate,,,Minior-Meteor,7,,Minior-Yellow,Météno Jaune,774,,,minior-yellow,Minior,,minior-yellow,Rock,,Flying,,"6,400",Mineral,,○,○,Shields Down,,,,,,,,
Yes,Yes,7,"Sun, Moon",,,,Komala,0,,Komala,Dodoala,775,,,komala,Komala,,komala,Normal,,,,"5,120",Field,,50.00%,50.00%,Comatose,,,,,,,,
Yes,Yes,7,"Sun, Moon",,,,Turtonator,0,,Turtonator,Boumata,776,,,turtonator,Turtonator,,turtonator,Fire,,Dragon,,"5,120",Monster,Dragon,50.00%,50.00%,Shell Armor,,,,,,,,
Yes,Yes,7,"Sun, Moon",,,,Togedemaru,0,,Togedemaru,Togedemaru,777,,,togedemaru,Togedemaru,,togedemaru,Electric,,Steel,,"2,560",Field,Fairy,50.00%,50.00%,Iron Barbs,Lightning Rod,Sturdy,,,,,,
Yes,No,7,"Sun, Moon",,,Totem,Togedemaru,1,,Totem Togedemaru,Totem Togedemaru,777,,,togedemaru,Togedemaru,,togedemaru-totem,Electric,,Steel,,"2,560",Field,Fairy,50.00%,50.00%,Sturdy,,,,,,,,
Yes,Yes,7,"Sun, Moon",,,,Mimikyu,0,,Mimikyu,Mimiqui,778,,,mimikyu,Mimikyu,,mimikyu,Ghost,,Fairy,,"5,120",Amorphous,,50.00%,50.00%,Disguise,,,,,,,,
No,No,7,"Sun, Moon",Battle,,,Mimikyu,1,,Busted Mimikyu,Mimiqui démasqué,778,,,mimikyu,Mimikyu,,mimikyu-busted,Ghost,,Fairy,,"5,120",Amorphous,,50.00%,50.00%,Disguise,,,,,,,,
Yes,No,7,"Sun, Moon",,,Totem,Mimikyu,2,,Totem Mimikyu,Totem Mimiqui,778,,,mimikyu,Mimikyu,,mimikyu-totem,Ghost,,Fairy,,"5,120",Amorphous,,50.00%,50.00%,Disguise,,,,,,,,
No,No,7,"Sun, Moon",Battle,,Totem,Mimikyu,3,,Busted Totem Mimikyu,Totem Mimiqui démasqué,778,,,mimikyu,Mimikyu,,mimikyu-bustem-totem,Ghost,,Fairy,,"5,120",Amorphous,,50.00%,50.00%,Disguise,,,,,,,,
Yes,Yes,7,"Sun, Moon",,,,Bruxish,0,,Bruxish,Denticrisse,779,,,bruxish,Bruxish,,bruxish,Water,,Pyschic,,"3,840",Water 2,,50.00%,50.00%,Dazzling,Strong Jaw,Wonder Skin,,,,,,
Yes,Yes,7,"Sun, Moon",,,,Drampa,0,,Drampa,Draïeul,780,,,drampa,Drampa,,drampa,Normal,,Dragon,,"5,120",Monster,Dragon,50.00%,50.00%,Berserk,Sap Sipper,Cloud Nine,,,,,,
Yes,Yes,7,"Sun, Moon",,,,Dhelmise,0,,Dhelmise,Sinistrail,781,,,dhelmise,Dhelmise,,dhelmise,Ghost,,Grass,,"6,400",Mineral,,○,○,Steelworker,,,,,,,,
Yes,Yes,7,"Sun, Moon",,,,Jangmo-o,0,,Jangmo-o,Bébécaille,782,,,jangmo-o,Jangmo-o,,jangmo-o,Dragon,,,,"10,240",Dragon,,50.00%,50.00%,Bulletproof,Soundproof,Overcoat,,,,,,
Yes,Yes,7,"Sun, Moon",,,,Jangmo-o,1,35,Hakamo-o,Écaïd,783,,,hakamo-o,Hakamo-o,,hakamo-o,Dragon,,Fighting,,"10,240",Dragon,,50.00%,50.00%,Bulletproof,Soundproof,Overcoat,,,,,,
Yes,Yes,7,"Sun, Moon",,,,Jangmo-o,2,45,Kommo-o,Ékaïser,784,,,kommo-o,Kommo-o,,kommo-o,Dragon,,Fighting,,"10,240",Dragon,,50.00%,50.00%,Bulletproof,Soundproof,Overcoat,,,,,,
Yes,No,7,"Sun, Moon",,,Totem,Jangmo-o,3,,Totem Kommo-o,Totem Ékaïser,784,,,kommo-o,Kommo-o,,kommo-o-totem,Dragon,,Fighting,,"10,240",Dragon,,50.00%,50.00%,Overcoat,,,,,,,,
Yes,No,7,"Sun, Moon",,,,Tapu Koko,0,,Tapu Koko,Tokorico,785,,,tapu-koko,Tapu Koko,,tapu-koko,Electric,,Fairy,,"3,840",Undiscovered,,○,○,Electric Surge,,Telepathy,,,,,,
Yes,No,7,"Sun, Moon",,,,Tapu Lele,0,,Tapu Lele,Tokopiyon,786,,,tapu-lele,Tapu Lele,,tapu-lele,Pyschic,,Fairy,,"3,840",Undiscovered,,○,○,Psychic Surge,,Telepathy,,,,,,
Yes,No,7,"Sun, Moon",,,,Tapu Bulu,0,,Tapu Bulu,Tokotoro,787,,,tapu-bulu,Tapu Bulu,,tapu-bulu,Grass,,Fairy,,"3,840",Undiscovered,,○,○,Grassy Surge,,Telepathy,,,,,,
Yes,No,7,"Sun, Moon",,,,Tapu Fini,0,,Tapu Fini,Tokopisco,788,,,tapu-fini,Tapu Fini,,tapu-fini,Water,,Fairy,,"3,840",Undiscovered,,○,○,Misty Surge,,Telepathy,,,,,,
Yes,No,7,"Sun, Moon",,,,Cosmog,0,,Cosmog,Cosmog,789,,,cosmog,Cosmog,,cosmog,Pyschic,,,,"30,720",Undiscovered,,○,○,Unaware,,,,,,,,
Yes,No,7,"Sun, Moon",,,,Cosmog,1,43,Cosmoem,Cosmoem,790,,,cosmoem,Cosmoem,,cosmoem,Pyschic,,,,"30,720",Undiscovered,,○,○,Sturdy,,,,,,,,
Yes,No,7,"Sun, Moon",,,,Cosmog,2,53 (Game),Solgaleo,Solgaleo,791,,,solgaleo,Solgaleo,,solgaleo,Pyschic,,Steel,,"30,720",Undiscovered,,○,○,Full Metal Body,,,,,,,,
Yes,No,7,"Sun, Moon",,,,Cosmog,3,53 (Game),Lunala,Lunala,792,,,lunala,Lunala,,lunala,Pyschic,,Ghost,,"30,720",Undiscovered,,○,○,Shadow Shield,,,,,,,,
Yes,No,7,"Sun, Moon",,,,Nihilego,0,,Nihilego,Zéroïd,793,,,nihilego,Nihilego,,nihilego,Rock,,Poison,,"30,720",Undiscovered,,○,○,Beast Boost,,,,,,,,
Yes,No,7,"Sun, Moon",,,,Buzzwole,0,,Buzzwole,Mouscoto,794,,,buzzwole,Buzzwole,,buzzwole,Bug,,Fighting,,"30,720",Undiscovered,,○,○,Beast Boost,,,,,,,,
Yes,No,7,"Sun, Moon",,,,Pheromosa,0,,Pheromosa,Cancrelove,795,,,pheromosa,Pheromosa,,pheromosa,Bug,,Fighting,,"30,720",Undiscovered,,○,○,Beast Boost,,,,,,,,
Yes,No,7,"Sun, Moon",,,,Xurkitree,0,,Xurkitree,Câblifère,796,,,xurkitree,Xurkitree,,xurkitree,Electric,,,,"30,720",Undiscovered,,○,○,Beast Boost,,,,,,,,
Yes,No,7,"Sun, Moon",,,,Celesteela,0,,Celesteela,Bamboiselle,797,,,celesteela,Celesteela,,celesteela,Steel,,Flying,,"30,720",Undiscovered,,○,○,Beast Boost,,,,,,,,
Yes,No,7,"Sun, Moon",,,,Kartana,0,,Kartana,Katagami,798,,,kartana,Kartana,,kartana,Grass,,Steel,,"30,720",Undiscovered,,○,○,Beast Boost,,,,,,,,
Yes,No,7,"Sun, Moon",,,,Guzzlord,0,,Guzzlord,Engloutyran,799,,,guzzlord,Guzzlord,,guzzlord,Dark,,Dragon,,"30,720",Undiscovered,,○,○,Beast Boost,,,,,,,,
Yes,No,7,"Sun, Moon",,,,Necrozma,0,,Necrozma,Necrozma,800,,,necrozma,Necrozma,,necrozma,Pyschic,,,,"30,720",Undiscovered,,○,○,Prism Armor,,,,,,,,
No,No,7,"Ultra Sun, Ultra Moon",Fusion,,,Necrozma,1,,Necrozma Dusk Mane,Necrozma Crinière du Couchant,800,,,necrozma-dusk,Necrozma,,necrozma-dusk,Pyschic,,Steel,,"30,720",Undiscovered,,○,○,Prism Armor,,,,,,,,
No,No,7,"Ultra Sun, Ultra Moon",Fusion,,,Necrozma,2,,Necrozma Dawn Wings,Necrozma Ailes de l'Aurore,800,,,necrozma-dawn,Necrozma,,necrozma-dawn,Pyschic,,Ghost,,"30,720",Undiscovered,,○,○,Prism Armor,,,,,,,,
No,No,7,"Sun, Moon",Battle,,,Necrozma,3,,Necrozma Ultra,Necrozma Ultra,800,,,necrozma-ultra,Necrozma,,necrozma-ultra,Pyschic,,Dragon,,"30,720",Undiscovered,,○,○,Neuroforce,,,,,,,,
Yes,No,7,"Sun, Moon",,,,Magearna,0,,Magearna,Magearna,801,,,magearna,Magearna,,magearna,Steel,,Fairy,,"30,720",Undiscovered,,○,○,Soul-Heart,,,,,,,,
Yes,No,7,"Sun, Moon",Alternate,,,Magearna,1,,Magearna-Pokéball,Magearna Couleur du Passé,801,,,magearna-original,Magearna,,magearna-original,Steel,,Fairy,,"30,720",Undiscovered,,○,○,Soul-Heart,,,,,,,,
Yes,No,7,"Sun, Moon",,,,Marshadow,0,,Marshadow,Marshadow,802,,,marshadow,Marshadow,,marshadow,Fighting,,Ghost,,"30,720",Undiscovered,,○,○,Technician,,,,,,,,
Yes,No,7,"Ultra Sun, Ultra Moon",,,,Poipole,0,,Poipole,Vémini,803,,,poipole,Poipole,,poipole,Poison,,,,"30,720",Undiscovered,,○,○,Beast Boost,,,,,,,,
Yes,No,7,"Ultra Sun, Ultra Moon",,,,Poipole,1,2 (Dragon Pulse),Naganadel,Mandrillon,804,,,naganadel,Naganadel,,naganadel,Poison,,Dragon,,"30,720",Undiscovered,,○,○,Beast Boost,,,,,,,,
Yes,No,7,"Ultra Sun, Ultra Moon",,,,Stakataka,0,,Stakataka,Ama-Ama,805,,,stakataka,Stakataka,,stakataka,Rock,,Steel,,"30,720",Undiscovered,,○,○,Beast Boost,,,,,,,,
Yes,No,7,"Ultra Sun, Ultra Moon",,,,Blacephalon,0,,Blacephalon,Pierroteknik,806,,,blacephalon,Blacephalon,,blacephalon,Fire,,Ghost,,"30,720",Undiscovered,,○,○,Beast Boost,,,,,,,,
Yes,No,7,"Ultra Sun, Ultra Moon",,,,Zeraora,0,,Zeraora,Zeraora,807,,,zeraora,Zeraora,,zeraora,Electric,,,,"30,720",Undiscovered,,○,○,Volt Absorb,,,,,,,,
Yes,No,8,Pokemon Go,,,,Meltan,0,,Meltan,Meltan,808,,,meltan,Meltan,,meltan,Steel,,,,"30,720",Undiscovered,,○,○,Magnet Pull,,,,,,,,
Yes,No,8,Pokemon Go,,,,Meltan,1,,Melmetal,Melmetal,809,,,melmetal,Melmetal,,melmetal,Steel,,,,"30,720",Undiscovered,,○,○,Iron Fist,,,,,,,,
Yes,No,8,Pokemon Go,,,Gigantamax,Meltan,2,,Gigantamax Melmetal,Gigamax Melmetal,809,,,melmetal-gmax,Melmetal,,melmetal-gmax,Steel,,,,"30,720",Undiscovered,,○,○,Iron Fist,,,,,,,,
Yes,Yes,8,"Sword, Shield",,,,Grookey,0,,Grookey,Ouistempo,810,,,grookey,Grookey,,grookey,Grass,,,,"5,120",Field,Grass,88.15%,11.85%,Overgrow,,Grassy Surge,,,,,,
Yes,Yes,8,"Sword, Shield",,,,Grookey,1,16,Thwackey,Badabouin,811,,,thwackey,Thwackey,,thwackey,Grass,,,,"5,120",Field,Grass,88.15%,11.85%,Overgrow,,Grassy Surge,,,,,,
Yes,Yes,8,"Sword, Shield",,,,Grookey,2,35,Rillaboom,Gorythmic,812,,,rillaboom,Rillaboom,,rillaboom,Grass,,,,"5,120",Field,Grass,88.15%,11.85%,Overgrow,,Grassy Surge,,,,,,
Yes,Yes,8,"Sword, Shield",,,Gigantamax,Grookey,3,35,Gigantamax Rillaboom,Gigamax Gorythmic,812,,,rillaboom-gmax,Rillaboom,,rillaboom-gmax,Grass,,,,"5,120",Field,Grass,88.15%,11.85%,Overgrow,,Grassy Surge,,,,,,
Yes,Yes,8,"Sword, Shield",,,,Scorbunny,0,,Scorbunny,Flambino,813,,,scorbunny,Scorbunny,,scorbunny,Fire,,,,"5,120",Field,HumanLike,88.15%,11.85%,Blaze,,Libero,,,,,,
Yes,Yes,8,"Sword, Shield",,,,Scorbunny,1,16,Raboot,Lapyro,814,,,raboot,Raboot,,raboot,Fire,,,,"5,120",Field,HumanLike,88.15%,11.85%,Blaze,,Libero,,,,,,
Yes,Yes,8,"Sword, Shield",,,,Scorbunny,2,35,Cinderace,Pyrobut,815,,,cinderace,Cinderace,,cinderace,Fire,,,,"5,120",Field,HumanLike,88.15%,11.85%,Blaze,,Libero,,,,,,
Yes,Yes,8,"Sword, Shield",,,Gigantamax,Scorbunny,3,35,Gigantamax Cinderace,Gigamax Pyrobut,815,,,cinderace-gmax,Cinderace,,cinderace-gmax,Fire,,,,"5,120",Field,HumanLike,88.15%,11.85%,Blaze,,Libero,,,,,,
Yes,Yes,8,"Sword, Shield",,,,Sobble,0,,Sobble,Larméléon,816,,,sobble,Sobble,,sobble,Water,,,,"5,120",Water1,Field,88.15%,11.85%,Torrent,,Sniper,,,,,,
Yes,Yes,8,"Sword, Shield",,,,Sobble,1,16,Drizzile,Arrozard,817,,,drizzile,Drizzile,,drizzile,Water,,,,"5,120",Water1,Field,88.15%,11.85%,Torrent,,Sniper,,,,,,
Yes,Yes,8,"Sword, Shield",,,,Sobble,2,35,Inteleon,Lézargus,818,,,inteleon,Inteleon,,inteleon,Water,,,,"5,120",Water1,Field,88.15%,11.85%,Torrent,,Sniper,,,,,,
Yes,Yes,8,"Sword, Shield",,,Gigantamax,Sobble,3,35,Gigantamax Inteleon,Gigamax Lézargus,818,,,inteleon-gmax,Inteleon,,inteleon-gmax,Water,,,,"5,120",Water1,Field,88.15%,11.85%,Torrent,,Sniper,,,,,,
Yes,Yes,8,"Sword, Shield",,,,Skwovet,0,,Skwovet,Rongourmand,819,,,skwovet,Skwovet,,skwovet,Normal,,,,"5,120",Field,,50.20%,49.80%,Cheek Pouch,,Gluttony,,,,,,
Yes,Yes,8,"Sword, Shield",,,,Skwovet,1,24,Greedent,Rongrigou,820,,,greedent,Greedent,,greedent,Normal,,,,"5,120",Field,,50.20%,49.80%,Cheek Pouch,,Gluttony,,,,,,
Yes,Yes,8,"Sword, Shield",,,,Rookidee,0,,Rookidee,Minisange,821,,,rookidee,Rookidee,,rookidee,Flying,,,,"3,840",Flying,,50.20%,49.80%,Keen Eye,Unnerve,Big Pecks,,,,,,
Yes,Yes,8,"Sword, Shield",,,,Rookidee,1,18,Corvisquire,Bleuseille,822,,,corvisquire,Corvisquire,,corvisquire,Flying,,,,"3,840",Flying,,50.20%,49.80%,Keen Eye,Unnerve,Big Pecks,,,,,,
Yes,Yes,8,"Sword, Shield",,,,Rookidee,2,38,Corviknight,Corvaillus,823,,,corviknight,Corviknight,,corviknight,Flying,,Steel,,"3,840",Flying,,50.20%,49.80%,Pressure,Unnerve,Mirror Armor,,,,,,
Yes,No,8,"Sword, Shield",,,Gigantamax,Rookidee,3,,Gigantamax Corviknight,Gigamax Corvaillus,823,,,corviknight-gmax,Corviknight,,corviknight-gmax,Flying,,Steel,,"3,840",Flying,,50.20%,49.80%,Pressure,Unnerve,Mirror Armor,,,,,,
Yes,Yes,8,"Sword, Shield",,,,Blipbug,0,,Blipbug,Larvadar,824,,,blipbug,Blipbug,,blipbug,Bug,,,,"3,840",Bug,,50.20%,49.80%,Swarm,Compound Eyes,Telepathy,,,,,,
Yes,Yes,8,"Sword, Shield",,,,Blipbug,1,10,Dottler,Coléodôme,825,,,dottler,Dottler,,dottler,Bug,,Psychic,,"3,840",Bug,,50.20%,49.80%,Swarm,Compound Eyes,Telepathy,,,,,,
Yes,Yes,8,"Sword, Shield",,,,Blipbug,2,30,Orbeetle,Astronelle,826,,,orbeetle,Orbeetle,,orbeetle,Bug,,Psychic,,"3,840",Bug,,50.20%,49.80%,Swarm,Frisk,Telepathy,,,,,,
Yes,No,8,"Sword, Shield",,,Gigantamax,Blipbug,3,,Gigantamax Orbeetle,Gigamax Astronelle,826,,,orbeetle-gmax,Orbeetle,,orbeetle-gmax,Bug,,Psychic,,"3,840",Bug,,50.20%,49.80%,Swarm,Frisk,Telepathy,,,,,,
Yes,Yes,8,"Sword, Shield",,,,Nickit,0,,Nickit,Goupilou,827,,,nickit,Nickit,,nickit,Dark,,,,"3,840",Field,,50.20%,49.80%,Run Away,Unburden,Stakeout,,,,,,
Yes,Yes,8,"Sword, Shield",,,,Nickit,1,18,Thievul,Roublenard,828,,,thievul,Thievul,,thievul,Dark,,,,"3,840",Field,,50.20%,49.80%,Run Away,Unburden,Stakeout,,,,,,
Yes,Yes,8,"Sword, Shield",,,,Gossifleur,0,,Gossifleur,Tournicoton,829,,,gossifleur,Gossifleur,,gossifleur,Grass,,,,"5,120",Grass,,50.20%,49.80%,Cotton Down,Regenerator,Effect Spore,,,,,,
Yes,Yes,8,"Sword, Shield",,,,Gossifleur,1,20,Eldegoss,Blancoton,830,,,eldegoss,Eldegoss,,eldegoss,Grass,,,,"5,120",Grass,,50.20%,49.80%,Cotton Down,Regenerator,Effect Spore,,,,,,
Yes,Yes,8,"Sword, Shield",,,,Wooloo,0,,Wooloo,Moumouton,831,,,wooloo,Wooloo,,wooloo,Normal,,,,"3,840",Field,,50.20%,49.80%,Fluffy,Run Away,Bulletproof,,,,,,
Yes,Yes,8,"Sword, Shield",,,,Wooloo,1,24,Dubwool,Moumouflon,832,,,dubwool,Dubwool,,dubwool,Normal,,,,"3,840",Field,,50.20%,49.80%,Fluffy,Steadfast,Bulletproof,,,,,,
Yes,Yes,8,"Sword, Shield",,,,Chewtle,0,,Chewtle,Khélocrok,833,,,chewtle,Chewtle,,chewtle,Water,,,,"5,120",Monster,Water1,50.20%,49.80%,Strong Jaw,Shell Armor,Swift Swim,,,,,,
Yes,Yes,8,"Sword, Shield",,,,Chewtle,1,22,Drednaw,Torgamord,834,,,drednaw,Drednaw,,drednaw,Water,,Rock,,"5,120",Monster,Water1,50.20%,49.80%,Strong Jaw,Shell Armor,Swift Swim,,,,,,
Yes,No,8,"Sword, Shield",,,Gigantamax,Chewtle,2,,Gigantamax Drednaw,Gigamax Torgamord,834,,,drednaw-gmax,Drednaw,,drednaw-gmax,Water,,Rock,,"5,120",Monster,Water1,50.20%,49.80%,Strong Jaw,Shell Armor,Swift Swim,,,,,,
Yes,Yes,8,"Sword, Shield",,,,Yamper,0,,Yamper,Voltoutou,835,,,yamper,Yamper,,yamper,Electric,,,,"5,120",Field,,50.20%,49.80%,Ball Fetch,,Rattled,,,,,,
Yes,Yes,8,"Sword, Shield",,,,Yamper,1,25,Boltund,Fulgudog,836,,,boltund,Boltund,,boltund,Electric,,,,"5,120",Field,,50.20%,49.80%,Strong Jaw,,Competitive,,,,,,
Yes,Yes,8,"Sword, Shield",,,,Rolycoly,0,,Rolycoly,Charbi,837,,,rolycoly,Rolycoly,,rolycoly,Rock,,,,"3,840",Mineral,,50.20%,49.80%,Steam Engine,Heatproof,Flash Fire,,,,,,
Yes,Yes,8,"Sword, Shield",,,,Rolycoly,1,18,Carkol,Wagomine,838,,,carkol,Carkol,,carkol,Rock,,Fire,,"3,840",Mineral,,50.20%,49.80%,Steam Engine,Flame Body,Flash Fire,,,,,,
Yes,Yes,8,"Sword, Shield",,,,Rolycoly,2,34,Coalossal,Monthracite,839,,,coalossal,Coalossal,,coalossal,Rock,,Fire,,"3,840",Mineral,,50.20%,49.80%,Steam Engine,Flame Body,Flash Fire,,,,,,
Yes,No,8,"Sword, Shield",,,Gigantamax,Rolycoly,3,,Gigantamax Coalossal,Gigamax Monthracite,839,,,coalossal-gmax,Coalossal,,coalossal-gmax,Rock,,Fire,,"3,840",Mineral,,50.20%,49.80%,Steam Engine,Flame Body,Flash Fire,,,,,,
Yes,Yes,8,"Sword, Shield",,,,Applin,0,,Applin,Verpom,840,,,applin,Applin,,applin,Grass,,Dragon,,"5,120",Grass,Dragon,50.20%,49.80%,Ripen,Gluttony,Bulletproof,,,,,,
Yes,Yes,8,"Sword, Shield",,,,Applin,1,Tart Apple,Flapple,Pomdrapi,841,,,flapple,Flapple,,flapple,Grass,,Dragon,,"5,120",Grass,Dragon,50.20%,49.80%,Ripen,Gluttony,Hustle,,,,,,
Yes,No,8,"Sword, Shield",,,Gigantamax,Applin,2,,Gigantamax Flapple,Gigamax Pomdrapi,841,,,flapple-gmax,Flapple,,flapple-gmax,Grass,,Dragon,,"5,120",Grass,Dragon,50.20%,49.80%,Ripen,Gluttony,Hustle,,,,,,
Yes,Yes,8,"Sword, Shield",,,,Applin,3,Sweet Apple,Appletun,Dratatin,842,,,appletun,Appletun,,appletun,Grass,,Dragon,,"5,120",Grass,Dragon,50.20%,49.80%,Ripen,Gluttony,Thick Fat,,,,,,
Yes,No,8,"Sword, Shield",,,Gigantamax,Applin,4,,Gigantamax Appletun,Gigamax Dratatin,842,,,flapple-gmax,Appletun,,appletun-gmax,Grass,,Dragon,,"5,120",Grass,Dragon,50.20%,49.80%,Ripen,Gluttony,Hustle,,,,,,
Yes,Yes,8,"Sword, Shield",,,,Silicobra,0,,Silicobra,Dunaja,843,,,silicobra,Silicobra,,silicobra,Ground,,,,"5,120",Field,Dragon,50.20%,49.80%,Sand Spit,Shed Skin,Sand Veil,,,,,,
Yes,Yes,8,"Sword, Shield",,,,Silicobra,1,36,Sandaconda,Dunaconda,844,,,sandaconda,Sandaconda,,sandaconda,Ground,,,,"5,120",Field,Dragon,50.20%,49.80%,Sand Spit,Shed Skin,Sand Veil,,,,,,
